hospital_name,last_updated_on,as_of_date,version,hospital_location,hospital_address,license_number|NJ,financial_aid_policy,"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated.",,,,,,,,,,,,,,,,,
RADIOLOGIC EXAM CHEST 2 VIEWS,2071046001,CDM,324,RC,71046,HCPCS,Facility,Inpatient,,,497,198.8,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADEX RIBS UNI W/POSTEROANT CH MINIMUM 3 VIEWS,2071101001,CDM,320,RC,71101,HCPCS,Facility,Inpatient,,,724,289.6,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADEX RIBS BI W/POSTEROANT CH MINIMUM 4 VIEWS,2071111001,CDM,320,RC,71111,HCPCS,Facility,Inpatient,,,803,321.2,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADEX SPINE CRV COMPL W/OBLQ&FLEX&/XTN STDS,2072052001,CDM,320,RC,72052,HCPCS,Facility,Inpatient,,,858,343.2,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADEX SPINE THORACIC 2 VIEWS,2072070001,CDM,320,RC,72070,HCPCS,Facility,Inpatient,,,647,258.8,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADEX SPINE THORACIC 3 VIEWS,2072072001,CDM,320,RC,72072,HCPCS,Facility,Inpatient,,,674,269.6,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADEX SPINE LUMBOSACRAL MINIMUM 4 VIEWS,2072110001,CDM,320,RC,72110,HCPCS,Facility,Inpatient,,,1019,407.6,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADIOLOGIC EXAMINATION PELVIS 1/2 VIEWS,2072170001,CDM,320,RC,72170,HCPCS,Facility,Inpatient,,,481,192.4,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADEX SACRUM & COCCYX MINIMUM 2 VIEWS,2072220001,CDM,320,RC,72220,HCPCS,Facility,Inpatient,,,560,224,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADEX SHOULDER COMPLETE MINIMUM 2 VIEWS,2073030001,CDM,320,RC,73030,HCPCS,Facility,Inpatient,,,688,275.2,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADEX ELBOW 2 VIEWS,2073070001,CDM,320,RC,73070,HCPCS,Facility,Inpatient,,,420,168,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADEX ELBOW COMPLETE MINIMUM 3 VIEWS,2073080001,CDM,320,RC,73080,HCPCS,Facility,Inpatient,,,578,231.2,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADEX FOREARM 2 VIEWS,2073090001,CDM,320,RC,73090,HCPCS,Facility,Inpatient,,,578,231.2,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADEX WRIST 2 VIEWS,2073100001,CDM,320,RC,73100,HCPCS,Facility,Inpatient,,,477,190.8,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADEX WRIST COMPLETE MINIMUM 3 VIEWS,2073110001,CDM,320,RC,73110,HCPCS,Facility,Inpatient,,,600,240,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADEX HAND 2 VIEWS,2073120001,CDM,320,RC,73120,HCPCS,Facility,Inpatient,,,550,220,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADEX HAND MINIMUM 3 VIEWS,2073130001,CDM,320,RC,73130,HCPCS,Facility,Inpatient,,,550,220,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADEX HIP UNILATERAL WITH PELVIS 2-3 VIEWS,2073502001,CDM,320,RC,73502,HCPCS,Facility,Inpatient,,,473,189.2,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADEX HIPS BILATERAL WITH PELVIS MINIMUM 5 VIEWS,2073523001,CDM,320,RC,73523,HCPCS,Facility,Inpatient,,,781,312.4,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADIOLOGIC EXAMINATION FEMUR MINIMUM 2 VIEWS,2073552001,CDM,320,RC,73552,HCPCS,Facility,Inpatient,,,477,190.8,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADIOLOGIC EXAMINATION KNEE 1/2 VIEWS,2073560001,CDM,320,RC,73560,HCPCS,Facility,Inpatient,,,549,219.6,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADIOLOGIC EXAMINATION KNEE 3 VIEWS,2073562001,CDM,320,RC,73562,HCPCS,Facility,Inpatient,,,688,275.2,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADIOLOGIC EXAM KNEE COMPLETE 4/MORE VIEWS,2073564001,CDM,320,RC,73564,HCPCS,Facility,Inpatient,,,809,323.6,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADIOLOGIC EXAMINATION TIBIA & FIBULA 2 VIEWS,2073590001,CDM,320,RC,73590,HCPCS,Facility,Inpatient,,,561,224.4,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADIOLOGIC EXAMINATION ANKLE 2 VIEWS,2073600001,CDM,320,RC,73600,HCPCS,Facility,Inpatient,,,485,194,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADEX ANKLE COMPLETE MINIMUM 3 VIEWS,2073610001,CDM,320,RC,73610,HCPCS,Facility,Inpatient,,,633,253.2,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADIOLOGIC EXAMINATION FOOT 2 VIEWS,2073620001,CDM,320,RC,73620,HCPCS,Facility,Inpatient,,,502,200.8,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADEX FOOT COMPLETE MINIMUM 3 VIEWS,2073630001,CDM,320,RC,73630,HCPCS,Facility,Inpatient,,,649,259.6,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADEX CALCANEUS MINIMUM 2 VIEWS,2073650001,CDM,320,RC,73650,HCPCS,Facility,Inpatient,,,451,180.4,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADEX TOE MINIMUM 2 VIEWS,2073660001,CDM,320,RC,73660,HCPCS,Facility,Inpatient,,,495,198,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADIOLOGIC EXAM ABDOMEN 1 VIEW,2074018001,CDM,320,RC,74018,HCPCS,Facility,Inpatient,,,473,189.2,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RADIOLOGIC EXAM ABDOMEN 2 VIEWS,2074019001,CDM,320,RC,74019,HCPCS,Facility,Inpatient,,,589,235.6,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,5,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
GLUC BLD GLUC MNTR DEV CLEARED FDA SPEC HOME USE,2082962001,CDM,301,RC,82962,HCPCS,Facility,Inpatient,,,83,33.2,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,2,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
GONADOTROPIN CHORIONIC QUALITATIVE POC,2084703001,CDM,300,RC,84703,HCPCS,Facility,Inpatient,,,182,72.8,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,2,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
POC SARS-COV-2 COVID-19 BY ANTIGEN DETECTION,2087426001,CDM,300,RC,87426,HCPCS,Facility,Inpatient,,,124,49.6,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,2,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
PSYCHIATRIC DIAGNOSTIC EVALUATION,2090791001,CDM,900,RC,90791,HCPCS,Facility,Inpatient,,,790,316,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,2,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
PSYCHIATRIC DIAGNOSTIC EVAL W/MEDICAL SERVICES,2090792001,CDM,900,RC,90792,HCPCS,Facility,Inpatient,,,836,334.4,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,4,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
PSYCHOTHERAPY W/PATIENT 30 MINUTES,2090832001,CDM,914,RC,90832,HCPCS,Facility,Outpatient,,,452,180.8,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,65.54,328.8,14,,,
PSYCHOTHERAPY W/PATIENT 45 MINUTES,2090834001,CDM,914,RC,90834,HCPCS,Facility,Outpatient,,,539,215.6,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,75.03,392,14,,,
PSYCHOTHERAPY W/PATIENT 60 MINUTES,2090837001,CDM,914,RC,90837,HCPCS,Facility,Outpatient,,,605,242,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,75.03,440,14,,,
FAMILY PSYCHOTHERAPY W/PATIENT PRESENT 50 MINS,2090847001,CDM,916,RC,90847,HCPCS,Facility,Outpatient,,,497,198.8,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,60,361.6,14,,,
GROUP PSYCHOTHERAPY,2090853001,CDM,915,RC,90853,HCPCS,Facility,Outpatient,,,413,165.2,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,27.5,300,14,,,
ELECTROCONVULSIVE THERAPY,2090870001,CDM,901,RC,90870,HCPCS,Facility,Inpatient,,,1870,748,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,442,,,,375,1198,1,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
PB ELECTROCONVULSIVE THERAPY,2090870002,CDM,901,RC,90870,HCPCS,Facility,Inpatient,,,703,281.2,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,1,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
ECG ROUTINE ECG W/LEAST 12 LDS TRCG ONLY W/O I&R,2093005001,CDM,730,RC,93005,HCPCS,Facility,Inpatient,,,359,143.6,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,1,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
APPLICATION MODALITY 1/> AREAS HOT/COLD PACKS,2097010001,CDM,420,RC,97010,HCPCS,Facility,Inpatient,,,66,26.4,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,4,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
THERAPEUTIC PX 1/> AREAS EACH 15 MIN EXERCISES,2097110001,CDM,420,RC,97110,HCPCS,Facility,Inpatient,,,231,92.4,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,4,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
THER PX 1/> AREAS EACH 15 MIN NEUROMUSC REEDUCAJ,2097112001,CDM,420,RC,97112,HCPCS,Facility,Inpatient,,,200,80,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,4,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
THER PX 1/> AREAS EA 15 MIN GAIT TRAINJ W/STAIR,2097116001,CDM,420,RC,97116,HCPCS,Facility,Inpatient,,,193,77.2,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,4,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
THER PX 1/> AREAS EACH 15 MINUTES MASSAGE,2097124001,CDM,420,RC,97124,HCPCS,Facility,Inpatient,,,198,79.2,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,4,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
MANUAL THERAPY TQS 1/> REGIONS EACH 15 MINUTES,2097140001,CDM,420,RC,97140,HCPCS,Facility,Inpatient,,,202,80.8,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,4,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
THERAPEUTIC PROCEDURES GROUP 2/> INDIVIDUALS,2097150001,CDM,420,RC,97150,HCPCS,Facility,Inpatient,,,150,60,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,4,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
PHYSICAL THERAPY EVALUATION LOW COMPLEX 20 MINS,2097161001,CDM,424,RC,97161,HCPCS,Facility,Inpatient,,,396,158.4,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,4,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
PHYSICAL THERAPY EVALUATION MOD COMPLEX 30 MINS,2097162001,CDM,424,RC,97162,HCPCS,Facility,Inpatient,,,453,181.2,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,4,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
PHYSICAL THERAPY EVALUATION HIGH COMPLEX 45 MINS,2097163001,CDM,424,RC,97163,HCPCS,Facility,Inpatient,,,611,244.4,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,4,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
THER ACTV DIR PT CONTACT BY PROVIDER EACH 15 MIN,2097530001,CDM,420,RC,97530,HCPCS,Facility,Inpatient,,,188,75.2,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,4,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
SELF-CARE/HOME MGMT TRAINING EACH 15 MINUTES,2097535001,CDM,420,RC,97535,HCPCS,Facility,Inpatient,,,196,78.4,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,4,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
ORTHOTICS MGMT & TRAINJ INITIAL ENCTR EA 15 MINS,2097760001,CDM,420,RC,97760,HCPCS,Facility,Inpatient,,,250,100,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,4,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
ORTHOTICS/PROSTH MGMT &/TRAINJ SBSQ ENCTR 15 MIN,2097763001,CDM,420,RC,97763,HCPCS,Facility,Inpatient,,,206,82.4,NJDMHAS-DIVERSION PROGRAM,ALL PRODUCTS,,,,,,,,4,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
